"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98248,98248,60,990,2000
2,97258,97258,60,1020,2075
3,96238,96238,60,1050,2150
4,95188,95188,60,1110,2225
5,94078,94078,60,1140,2300
6,92938,92938,60,1170,2375
7,91768,91768,60,1200,2450
8,90568,90568,60,1260,2525
9,89308,89308,60,1290,2600
10,88018,88018,60,1320,2675
11,86698,86698,60,1350,2750
12,85348,85348,60,1410,2825
13,83938,83938,60,1440,2900
14,82498,82498,60,1470,2975
15,81028,81028,60,1500,3050
16,79528,79528,60,1560,3125
17,77968,77968,60,1590,3200
18,76378,76378,60,1620,3275
19,74758,74758,60,1650,3350
20,73108,73108,60,1710,3425
21,71398,71398,60,1740,3500
22,69658,69658,60,1770,3575
23,67888,67888,60,1800,3650
24,66088,66088,60,1860,3725
25,64228,64228,60,1890,3800
26,62338,62338,60,1920,3875
27,60418,60418,60,1950,3950
28,58468,58468,60,2010,4025
29,56458,56458,60,2040,4100
30,54418,54418,60,2070,4175
31,52348,52348,60,2100,4250
32,50248,50248,60,2160,4325
33,48088,48088,60,2190,4400
34,45898,45898,60,2220,4475
35,43678,43678,60,2250,4550
36,41428,41428,60,2310,4625
37,39118,39118,60,2340,4700
38,36778,36778,60,2370,4775
39,34408,34408,60,2400,4850
40,32008,32008,60,2460,4925
41,29548,29548,60,2490,5000
42,27058,27058,60,2520,5075
43,24538,24538,60,2550,5150
44,21988,21988,60,2610,5225
45,19378,19378,60,2640,5300
46,16738,16738,60,2670,5375
47,14068,14068,60,2700,5450
48,11368,11368,60,2760,5525
49,8608,8608,60,2790,5600
50,5824,5824,60,2820,5675
