"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98439,98439,60,990,2000
2,97449,97449,60,1020,2075
3,96429,96429,60,1050,2150
4,95379,95379,60,1110,2225
5,94269,94269,60,1140,2300
6,93129,93129,60,1170,2375
7,91959,91959,60,1200,2450
8,90759,90759,60,1260,2525
9,89499,89499,60,1290,2600
10,88209,88209,60,1320,2675
11,86889,86889,60,1350,2750
12,85539,85539,60,1410,2825
13,84129,84129,60,1440,2900
14,82689,82689,60,1470,2975
15,81219,81219,60,1500,3050
16,79719,79719,60,1560,3125
17,78159,78159,60,1590,3200
18,76569,76569,60,1620,3275
19,74949,74949,60,1650,3350
20,73299,73299,60,1710,3425
21,71589,71589,60,1740,3500
22,69849,69849,60,1770,3575
23,68079,68079,60,1800,3650
24,66279,66279,60,1860,3725
25,64419,64419,60,1890,3800
26,62529,62529,60,1920,3875
27,60609,60609,60,1950,3950
28,58659,58659,60,2010,4025
29,56649,56649,60,2040,4100
30,54609,54609,60,2070,4175
31,52539,52539,60,2100,4250
32,50439,50439,60,2160,4325
33,48279,48279,60,2190,4400
34,46089,46089,60,2220,4475
35,43869,43869,60,2250,4550
36,41619,41619,60,2310,4625
37,39309,39309,60,2340,4700
38,36969,36969,60,2370,4775
39,34599,34599,60,2400,4850
40,32199,32199,60,2460,4925
41,29739,29739,60,2490,5000
42,27249,27249,60,2520,5075
43,24729,24729,60,2550,5150
44,22179,22179,60,2610,5225
45,19569,19569,60,2640,5300
46,16929,16929,60,2670,5375
47,14259,14259,60,2700,5450
48,11559,11559,60,2760,5525
49,8799,8799,60,2790,5600
50,6009,6009,60,2820,5675
