"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,97361,97361,60,990,2000
2,96371,96371,60,1020,2075
3,95351,95351,60,1050,2150
4,94301,94301,60,1110,2225
5,93191,93191,60,1140,2300
6,92051,92051,60,1170,2375
7,90881,90881,60,1200,2450
8,89681,89681,60,1260,2525
9,88421,88421,60,1290,2600
10,87131,87131,60,1320,2675
11,85811,85811,60,1350,2750
12,84461,84461,60,1410,2825
13,83051,83051,60,1440,2900
14,81611,81611,60,1470,2975
15,80141,80141,60,1500,3050
16,78641,78641,60,1560,3125
17,77081,77081,60,1590,3200
18,75491,75491,60,1620,3275
19,73871,73871,60,1650,3350
20,72221,72221,60,1710,3425
21,70511,70511,60,1740,3500
22,68771,68771,60,1770,3575
23,67001,67001,60,1800,3650
24,65201,65201,60,1860,3725
25,63341,63341,60,1890,3800
26,61451,61451,60,1920,3875
27,59531,59531,60,1950,3950
28,57581,57581,60,2010,4025
29,55571,55571,60,2040,4100
30,53531,53531,60,2070,4175
31,51461,51461,60,2100,4250
32,49361,49361,60,2160,4325
33,47201,47201,60,2190,4400
34,45011,45011,60,2220,4475
35,42791,42791,60,2250,4550
36,40541,40541,60,2310,4625
37,38231,38231,60,2340,4700
38,35891,35891,60,2370,4775
39,33521,33521,60,2400,4850
40,31121,31121,60,2460,4925
41,28661,28661,60,2490,5000
42,26171,26171,60,2520,5075
43,23651,23651,60,2550,5150
44,21101,21101,60,2610,5225
45,18491,18491,60,2640,5300
46,15851,15851,60,2668,5375
47,13183,13183,60,2700,5450
48,10483,10483,60,2760,5525
49,7723,7723,60,2790,5600
50,4933,4933,60,2820,5675
