"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98163,98163,60,990,2000
2,97173,97173,60,1020,2075
3,96153,96153,60,1050,2150
4,95103,95103,60,1110,2225
5,93993,93993,60,1140,2300
6,92853,92853,60,1170,2375
7,91683,91683,60,1200,2450
8,90483,90483,60,1260,2525
9,89223,89223,60,1290,2600
10,87933,87933,60,1320,2675
11,86613,86613,60,1350,2750
12,85263,85263,60,1410,2825
13,83853,83853,60,1440,2900
14,82413,82413,60,1470,2975
15,80943,80943,60,1500,3050
16,79443,79443,60,1560,3125
17,77883,77883,60,1590,3200
18,76293,76293,60,1620,3275
19,74673,74673,60,1650,3350
20,73023,73023,60,1710,3425
21,71313,71313,60,1740,3500
22,69573,69573,60,1770,3575
23,67803,67803,60,1800,3650
24,66003,66003,60,1860,3725
25,64143,64143,60,1890,3800
26,62253,62253,60,1920,3875
27,60333,60333,60,1950,3950
28,58383,58383,60,2010,4025
29,56373,56373,60,2040,4100
30,54333,54333,60,2070,4175
31,52263,52263,60,2100,4250
32,50163,50163,60,2160,4325
33,48003,48003,60,2190,4400
34,45813,45813,60,2220,4475
35,43593,43593,60,2250,4550
36,41343,41343,60,2310,4625
37,39033,39033,60,2340,4700
38,36693,36693,60,2370,4775
39,34323,34323,60,2400,4850
40,31923,31923,60,2460,4925
41,29463,29463,60,2490,5000
42,26973,26973,60,2520,5075
43,24453,24453,60,2550,5150
44,21903,21903,60,2610,5225
45,19293,19293,60,2640,5300
46,16653,16653,60,2670,5375
47,13983,13983,60,2700,5450
48,11283,11283,60,2760,5525
49,8523,8523,60,2790,5600
50,5805,5805,60,2820,5675
