"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98366,98366,60,990,2000
2,97376,97376,60,1020,2075
3,96356,96356,60,1050,2150
4,95306,95306,60,1110,2225
5,94196,94196,60,1140,2300
6,93056,93056,60,1170,2375
7,91886,91886,60,1200,2450
8,90686,90686,60,1260,2525
9,89426,89426,60,1290,2600
10,88136,88136,60,1320,2675
11,86816,86816,60,1350,2750
12,85466,85466,60,1410,2825
13,84056,84056,60,1440,2900
14,82616,82616,60,1470,2975
15,81146,81146,60,1500,3050
16,79646,79646,60,1560,3125
17,78086,78086,60,1590,3200
18,76496,76496,60,1620,3275
19,74876,74876,60,1650,3350
20,73226,73226,60,1710,3425
21,71516,71516,60,1740,3500
22,69776,69776,60,1770,3575
23,68006,68006,60,1800,3650
24,66206,66206,60,1860,3725
25,64346,64346,60,1890,3800
26,62456,62456,60,1920,3875
27,60536,60536,60,1950,3950
28,58586,58586,60,2010,4025
29,56576,56576,60,2040,4100
30,54536,54536,60,2070,4175
31,52466,52466,60,2100,4250
32,50366,50366,60,2160,4325
33,48206,48206,60,2190,4400
34,46016,46016,60,2220,4475
35,43796,43796,60,2250,4550
36,41546,41546,60,2310,4625
37,39236,39236,60,2340,4700
38,36896,36896,60,2370,4775
39,34526,34526,60,2400,4850
40,32126,32126,60,2460,4925
41,29666,29666,60,2490,5000
42,27176,27176,60,2520,5075
43,24656,24656,60,2550,5150
44,22106,22106,60,2610,5225
45,19496,19496,60,2640,5300
46,16856,16856,60,2670,5375
47,14186,14186,60,2700,5450
48,11486,11486,60,2760,5525
49,8726,8726,60,2790,5600
50,5953,5953,60,2820,5675
