"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98335,98335,60,990,2000
2,97345,97345,60,1020,2075
3,96325,96325,60,1050,2150
4,95275,95275,60,1110,2225
5,94165,94165,60,1140,2300
6,93025,93025,60,1170,2375
7,91855,91855,60,1200,2450
8,90655,90655,60,1260,2525
9,89395,89395,60,1290,2600
10,88105,88105,60,1320,2675
11,86785,86785,60,1350,2750
12,85435,85435,60,1410,2825
13,84025,84025,60,1440,2900
14,82585,82585,60,1470,2975
15,81115,81115,60,1500,3050
16,79615,79615,60,1560,3125
17,78055,78055,60,1590,3200
18,76465,76465,60,1620,3275
19,74845,74845,60,1650,3350
20,73195,73195,60,1710,3425
21,71485,71485,60,1740,3500
22,69745,69745,60,1770,3575
23,67975,67975,60,1800,3650
24,66175,66175,60,1860,3725
25,64315,64315,60,1890,3800
26,62425,62425,60,1920,3875
27,60505,60505,60,1950,3950
28,58555,58555,60,2010,4025
29,56545,56545,60,2040,4100
30,54505,54505,60,2070,4175
31,52435,52435,60,2100,4250
32,50335,50335,60,2160,4325
33,48175,48175,60,2190,4400
34,45985,45985,60,2220,4475
35,43765,43765,60,2250,4550
36,41515,41515,60,2310,4625
37,39205,39205,60,2340,4700
38,36865,36865,60,2370,4775
39,34495,34495,60,2400,4850
40,32095,32095,60,2460,4925
41,29635,29635,60,2490,5000
42,27145,27145,60,2520,5075
43,24625,24625,60,2550,5150
44,22075,22075,60,2610,5225
45,19465,19465,60,2640,5300
46,16825,16825,60,2670,5375
47,14155,14155,60,2700,5450
48,11455,11455,60,2760,5525
49,8695,8695,60,2790,5600
50,5912,5912,60,2820,5675
