"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98135,98135,60,990,2000
2,97145,97145,60,1020,2075
3,96125,96125,60,1050,2150
4,95075,95075,60,1110,2225
5,93965,93965,60,1140,2300
6,92825,92825,60,1170,2375
7,91655,91655,60,1200,2450
8,90455,90455,60,1260,2525
9,89195,89195,60,1290,2600
10,87905,87905,60,1320,2675
11,86585,86585,60,1350,2750
12,85235,85235,60,1410,2825
13,83825,83825,60,1440,2900
14,82385,82385,60,1470,2975
15,80915,80915,60,1500,3050
16,79415,79415,60,1560,3125
17,77855,77855,60,1590,3200
18,76265,76265,60,1620,3275
19,74645,74645,60,1650,3350
20,72995,72995,60,1710,3425
21,71285,71285,60,1740,3500
22,69545,69545,60,1770,3575
23,67775,67775,60,1800,3650
24,65975,65975,60,1860,3725
25,64115,64115,60,1890,3800
26,62225,62225,60,1920,3875
27,60305,60305,60,1950,3950
28,58355,58355,60,2010,4025
29,56345,56345,60,2040,4100
30,54305,54305,60,2070,4175
31,52235,52235,60,2100,4250
32,50135,50135,60,2160,4325
33,47975,47975,60,2190,4400
34,45785,45785,60,2220,4475
35,43565,43565,60,2250,4550
36,41315,41315,60,2310,4625
37,39005,39005,60,2340,4700
38,36665,36665,60,2370,4775
39,34295,34295,60,2400,4850
40,31895,31895,60,2460,4925
41,29435,29435,60,2490,5000
42,26945,26945,60,2520,5075
43,24425,24425,60,2550,5150
44,21875,21875,60,2610,5225
45,19265,19265,60,2640,5300
46,16625,16625,60,2670,5375
47,13955,13955,60,2700,5450
48,11255,11255,60,2760,5525
49,8495,8495,60,2790,5600
50,5711,5711,60,2820,5675
