"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98349,98349,60,990,2000
2,97359,97359,60,1020,2075
3,96339,96339,60,1050,2150
4,95289,95289,60,1110,2225
5,94179,94179,60,1140,2300
6,93039,93039,60,1170,2375
7,91869,91869,60,1200,2450
8,90669,90669,60,1260,2525
9,89409,89409,60,1290,2600
10,88119,88119,60,1320,2675
11,86799,86799,60,1350,2750
12,85449,85449,60,1410,2825
13,84039,84039,60,1440,2900
14,82599,82599,60,1470,2975
15,81129,81129,60,1500,3050
16,79629,79629,60,1560,3125
17,78069,78069,60,1590,3200
18,76479,76479,60,1620,3275
19,74859,74859,60,1650,3350
20,73209,73209,60,1710,3425
21,71499,71499,60,1740,3500
22,69759,69759,60,1770,3575
23,67989,67989,60,1800,3650
24,66189,66189,60,1860,3725
25,64329,64329,60,1890,3800
26,62439,62439,60,1920,3875
27,60519,60519,60,1950,3950
28,58569,58569,60,2010,4025
29,56559,56559,60,2040,4100
30,54519,54519,60,2070,4175
31,52449,52449,60,2100,4250
32,50349,50349,60,2160,4325
33,48189,48189,60,2190,4400
34,45999,45999,60,2220,4475
35,43779,43779,60,2250,4550
36,41529,41529,60,2310,4625
37,39219,39219,60,2340,4700
38,36879,36879,60,2370,4775
39,34509,34509,60,2400,4850
40,32109,32109,60,2460,4925
41,29649,29649,60,2490,5000
42,27159,27159,60,2520,5075
43,24639,24639,60,2550,5150
44,22089,22089,60,2610,5225
45,19479,19479,60,2640,5300
46,16839,16839,60,2670,5375
47,14169,14169,60,2700,5450
48,11469,11469,60,2760,5525
49,8725,8725,60,2790,5600
50,6028,6028,60,2820,5675
