"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98848,98848,60,990,2000
2,97858,97858,60,1020,2075
3,96838,96838,60,1050,2150
4,95788,95788,60,1110,2225
5,94678,94678,60,1140,2300
6,93538,93538,60,1170,2375
7,92368,92368,60,1200,2450
8,91168,91168,60,1260,2525
9,89908,89908,60,1290,2600
10,88618,88618,60,1320,2675
11,87298,87298,60,1350,2750
12,85948,85948,60,1410,2825
13,84538,84538,60,1440,2900
14,83098,83098,60,1470,2975
15,81628,81628,60,1500,3050
16,80128,80128,60,1560,3125
17,78568,78568,60,1590,3200
18,76978,76978,60,1620,3275
19,75358,75358,60,1650,3350
20,73708,73708,60,1710,3425
21,71998,71998,60,1740,3500
22,70258,70258,60,1770,3575
23,68488,68488,60,1800,3650
24,66688,66688,60,1860,3725
25,64828,64828,60,1890,3800
26,62938,62938,60,1920,3875
27,61018,61018,60,1950,3950
28,59068,59068,60,2010,4025
29,57058,57058,60,2040,4100
30,55018,55018,60,2070,4175
31,52948,52948,60,2100,4250
32,50848,50848,60,2160,4325
33,48688,48688,60,2190,4400
34,46498,46498,60,2220,4475
35,44278,44278,60,2250,4550
36,42028,42028,60,2310,4625
37,39718,39718,60,2340,4700
38,37378,37378,60,2370,4775
39,35008,35008,60,2400,4850
40,32608,32608,60,2460,4925
41,30148,30148,60,2490,5000
42,27658,27658,60,2520,5075
43,25138,25138,60,2550,5150
44,22588,22588,60,2610,5225
45,19978,19978,60,2640,5300
46,17338,17338,60,2670,5375
47,14668,14668,60,2700,5450
48,11968,11968,60,2760,5525
49,9208,9208,60,2790,5600
50,6418,6418,60,2820,5675
