"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98197,98197,60,990,2000
2,97207,97207,60,1020,2075
3,96187,96187,60,1050,2150
4,95137,95137,60,1110,2225
5,94027,94027,60,1140,2300
6,92887,92887,60,1170,2375
7,91717,91717,60,1200,2450
8,90517,90517,60,1260,2525
9,89257,89257,60,1290,2600
10,87967,87967,60,1320,2675
11,86647,86647,60,1350,2750
12,85297,85297,60,1410,2825
13,83887,83887,60,1440,2900
14,82447,82447,60,1470,2975
15,80977,80977,60,1500,3050
16,79477,79477,60,1560,3125
17,77917,77917,60,1590,3200
18,76327,76327,60,1620,3275
19,74707,74707,60,1650,3350
20,73057,73057,60,1710,3425
21,71347,71347,60,1740,3500
22,69607,69607,60,1770,3575
23,67837,67837,60,1800,3650
24,66037,66037,60,1860,3725
25,64177,64177,60,1890,3800
26,62287,62287,60,1920,3875
27,60367,60367,60,1950,3950
28,58417,58417,60,2010,4025
29,56407,56407,60,2040,4100
30,54367,54367,60,2070,4175
31,52297,52297,60,2100,4250
32,50197,50197,60,2160,4325
33,48037,48037,60,2190,4400
34,45847,45847,60,2220,4475
35,43627,43627,60,2250,4550
36,41377,41377,60,2310,4625
37,39067,39067,60,2340,4700
38,36727,36727,60,2370,4775
39,34357,34357,60,2400,4850
40,31957,31957,60,2460,4925
41,29497,29497,60,2490,5000
42,27007,27007,60,2520,5075
43,24487,24487,60,2550,5150
44,21937,21937,60,2610,5225
45,19327,19327,60,2640,5300
46,16687,16687,60,2670,5375
47,14017,14017,60,2700,5450
48,11317,11317,60,2760,5525
49,8557,8557,60,2790,5600
50,5776,5776,60,2820,5675
