"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,97881,97881,60,990,2000
2,96891,96891,60,1020,2075
3,95871,95871,60,1050,2150
4,94821,94821,60,1110,2225
5,93711,93711,60,1140,2300
6,92571,92571,60,1170,2375
7,91401,91401,60,1200,2450
8,90201,90201,60,1260,2525
9,88941,88941,60,1290,2600
10,87651,87651,60,1320,2675
11,86331,86331,60,1350,2750
12,84981,84981,60,1410,2825
13,83571,83571,60,1440,2900
14,82131,82131,60,1470,2975
15,80661,80661,60,1500,3050
16,79161,79161,60,1560,3125
17,77601,77601,60,1590,3200
18,76011,76011,60,1620,3275
19,74391,74391,60,1650,3350
20,72741,72741,60,1710,3425
21,71031,71031,60,1740,3500
22,69291,69291,60,1770,3575
23,67521,67521,60,1800,3650
24,65721,65721,60,1860,3725
25,63861,63861,60,1890,3800
26,61971,61971,60,1920,3875
27,60051,60051,60,1950,3950
28,58101,58101,60,2010,4025
29,56091,56091,60,2040,4100
30,54051,54051,60,2070,4175
31,51981,51981,60,2100,4250
32,49881,49881,60,2160,4325
33,47721,47721,60,2190,4400
34,45531,45531,60,2220,4475
35,43311,43311,60,2250,4550
36,41061,41061,60,2310,4625
37,38751,38751,60,2340,4700
38,36411,36411,60,2370,4775
39,34041,34041,60,2400,4850
40,31641,31641,60,2460,4925
41,29181,29181,60,2490,5000
42,26691,26691,60,2520,5075
43,24171,24171,60,2550,5150
44,21621,21621,60,2610,5225
45,19011,19011,60,2640,5300
46,16371,16371,60,2670,5375
47,13701,13701,60,2700,5450
48,11001,11001,60,2760,5525
49,8241,8241,60,2790,5600
50,5451,5451,60,2820,5675
