"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98611,98611,60,990,2000
2,97621,97621,60,1020,2075
3,96601,96601,60,1050,2150
4,95551,95551,60,1110,2225
5,94441,94441,60,1140,2300
6,93301,93301,60,1170,2375
7,92131,92131,60,1200,2450
8,90931,90931,60,1260,2525
9,89671,89671,60,1290,2600
10,88381,88381,60,1320,2675
11,87061,87061,60,1350,2750
12,85711,85711,60,1410,2825
13,84301,84301,60,1440,2900
14,82861,82861,60,1470,2975
15,81391,81391,60,1500,3050
16,79891,79891,60,1560,3125
17,78331,78331,60,1590,3200
18,76741,76741,60,1620,3275
19,75121,75121,60,1650,3350
20,73471,73471,60,1710,3425
21,71761,71761,60,1740,3500
22,70021,70021,60,1770,3575
23,68251,68251,60,1800,3650
24,66451,66451,60,1860,3725
25,64591,64591,60,1890,3800
26,62701,62701,60,1920,3875
27,60781,60781,60,1950,3950
28,58831,58831,60,2010,4025
29,56821,56821,60,2040,4100
30,54781,54781,60,2070,4175
31,52711,52711,60,2100,4250
32,50611,50611,60,2160,4325
33,48451,48451,60,2190,4400
34,46261,46261,60,2220,4475
35,44041,44041,60,2250,4550
36,41791,41791,60,2310,4625
37,39481,39481,60,2340,4700
38,37141,37141,60,2370,4775
39,34771,34771,60,2400,4850
40,32371,32371,60,2460,4925
41,29911,29911,60,2490,5000
42,27421,27421,60,2520,5075
43,24901,24901,60,2550,5150
44,22351,22351,60,2610,5225
45,19741,19741,60,2640,5300
46,17101,17101,60,2670,5375
47,14431,14431,60,2700,5450
48,11731,11731,60,2760,5525
49,8971,8971,60,2790,5600
50,6228,6228,60,2820,5675
