"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98445,98445,60,990,2000
2,97455,97455,60,1020,2075
3,96435,96435,60,1050,2150
4,95385,95385,60,1110,2225
5,94275,94275,60,1140,2300
6,93135,93135,60,1170,2375
7,91965,91965,60,1200,2450
8,90765,90765,60,1260,2525
9,89505,89505,60,1290,2600
10,88215,88215,60,1320,2675
11,86895,86895,60,1350,2750
12,85545,85545,60,1410,2825
13,84135,84135,60,1440,2900
14,82695,82695,60,1470,2975
15,81225,81225,60,1500,3050
16,79725,79725,60,1560,3125
17,78165,78165,60,1590,3200
18,76575,76575,60,1620,3275
19,74955,74955,60,1650,3350
20,73305,73305,60,1710,3425
21,71595,71595,60,1740,3500
22,69855,69855,60,1770,3575
23,68085,68085,60,1800,3650
24,66285,66285,60,1860,3725
25,64425,64425,60,1890,3800
26,62535,62535,60,1920,3875
27,60615,60615,60,1950,3950
28,58665,58665,60,2010,4025
29,56655,56655,60,2040,4100
30,54615,54615,60,2070,4175
31,52545,52545,60,2100,4250
32,50445,50445,60,2160,4325
33,48285,48285,60,2190,4400
34,46095,46095,60,2220,4475
35,43875,43875,60,2250,4550
36,41625,41625,60,2310,4625
37,39315,39315,60,2340,4700
38,36975,36975,60,2370,4775
39,34605,34605,60,2400,4850
40,32205,32205,60,2460,4925
41,29745,29745,60,2490,5000
42,27255,27255,60,2520,5075
43,24735,24735,60,2550,5150
44,22185,22185,60,2610,5225
45,19575,19575,60,2640,5300
46,16935,16935,60,2670,5375
47,14265,14265,60,2700,5450
48,11565,11565,60,2760,5525
49,8805,8805,60,2790,5600
50,6015,6015,60,2820,5675
