"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,97691,97691,60,990,2000
2,96701,96701,60,1020,2075
3,95681,95681,60,1050,2150
4,94631,94631,60,1110,2225
5,93521,93521,60,1140,2300
6,92381,92381,60,1170,2375
7,91211,91211,60,1200,2450
8,90011,90011,60,1260,2525
9,88751,88751,60,1290,2600
10,87461,87461,60,1320,2675
11,86141,86141,60,1350,2750
12,84791,84791,60,1410,2825
13,83381,83381,60,1440,2900
14,81941,81941,60,1470,2975
15,80471,80471,60,1500,3050
16,78971,78971,60,1560,3125
17,77411,77411,60,1590,3200
18,75821,75821,60,1620,3275
19,74201,74201,60,1650,3350
20,72551,72551,60,1710,3425
21,70841,70841,60,1740,3500
22,69101,69101,60,1770,3575
23,67331,67331,60,1800,3650
24,65531,65531,60,1860,3725
25,63671,63671,60,1890,3800
26,61781,61781,60,1920,3875
27,59861,59861,60,1950,3950
28,57911,57911,60,2010,4025
29,55901,55901,60,2040,4100
30,53861,53861,60,2070,4175
31,51791,51791,60,2100,4250
32,49691,49691,60,2160,4325
33,47531,47531,60,2190,4400
34,45341,45341,60,2220,4475
35,43121,43121,60,2250,4550
36,40871,40871,60,2310,4625
37,38561,38561,60,2340,4700
38,36221,36221,60,2370,4775
39,33851,33851,60,2400,4850
40,31451,31451,60,2460,4925
41,28991,28991,60,2490,5000
42,26501,26501,60,2520,5075
43,23981,23981,60,2550,5150
44,21431,21431,60,2610,5225
45,18821,18821,60,2640,5300
46,16181,16181,60,2670,5375
47,13511,13511,60,2700,5450
48,10811,10811,60,2760,5525
49,8051,8051,60,2790,5600
50,5261,5261,60,2820,5675
