"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98784,98784,60,990,2000
2,97794,97794,60,1020,2075
3,96774,96774,60,1050,2150
4,95724,95724,60,1110,2225
5,94614,94614,60,1140,2300
6,93474,93474,60,1170,2375
7,92304,92304,60,1200,2450
8,91104,91104,60,1260,2525
9,89844,89844,60,1290,2600
10,88554,88554,60,1320,2675
11,87234,87234,60,1350,2750
12,85884,85884,60,1410,2825
13,84474,84474,60,1440,2900
14,83034,83034,60,1470,2975
15,81564,81564,60,1500,3050
16,80064,80064,60,1560,3125
17,78504,78504,60,1590,3200
18,76914,76914,60,1620,3275
19,75294,75294,60,1650,3350
20,73644,73644,60,1710,3425
21,71934,71934,60,1740,3500
22,70194,70194,60,1770,3575
23,68424,68424,60,1800,3650
24,66624,66624,60,1860,3725
25,64764,64764,60,1890,3800
26,62874,62874,60,1920,3875
27,60954,60954,60,1950,3950
28,59004,59004,60,2010,4025
29,56994,56994,60,2040,4100
30,54954,54954,60,2070,4175
31,52884,52884,60,2100,4250
32,50784,50784,60,2160,4325
33,48624,48624,60,2190,4400
34,46434,46434,60,2220,4475
35,44214,44214,60,2250,4550
36,41964,41964,60,2310,4625
37,39654,39654,60,2340,4700
38,37314,37314,60,2370,4775
39,34944,34944,60,2400,4850
40,32544,32544,60,2460,4925
41,30084,30084,60,2490,5000
42,27594,27594,60,2520,5075
43,25074,25074,60,2550,5150
44,22524,22524,60,2610,5225
45,19914,19914,60,2640,5300
46,17274,17274,60,2670,5375
47,14604,14604,60,2700,5450
48,11904,11904,60,2760,5525
49,9144,9144,60,2790,5600
50,6354,6354,60,2820,5675
