"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,97835,97835,60,990,2000
2,96845,96845,60,1020,2075
3,95825,95825,60,1050,2150
4,94775,94775,60,1110,2225
5,93665,93665,60,1140,2300
6,92525,92525,60,1170,2375
7,91355,91355,60,1200,2450
8,90155,90155,60,1260,2525
9,88895,88895,60,1290,2600
10,87605,87605,60,1320,2675
11,86285,86285,60,1350,2750
12,84935,84935,60,1410,2825
13,83525,83525,60,1440,2900
14,82085,82085,60,1470,2975
15,80615,80615,60,1500,3050
16,79115,79115,60,1560,3125
17,77555,77555,60,1590,3200
18,75965,75965,60,1620,3275
19,74345,74345,60,1650,3350
20,72695,72695,60,1710,3425
21,70985,70985,60,1740,3500
22,69245,69245,60,1770,3575
23,67475,67475,60,1800,3650
24,65675,65675,60,1860,3725
25,63815,63815,60,1890,3800
26,61925,61925,60,1920,3875
27,60005,60005,60,1950,3950
28,58055,58055,60,2010,4025
29,56045,56045,60,2040,4100
30,54005,54005,60,2070,4175
31,51935,51935,60,2100,4250
32,49835,49835,60,2160,4325
33,47675,47675,60,2190,4400
34,45485,45485,60,2220,4475
35,43265,43265,60,2250,4550
36,41015,41015,60,2310,4625
37,38705,38705,60,2340,4700
38,36365,36365,60,2370,4775
39,33995,33995,60,2400,4850
40,31595,31595,60,2460,4925
41,29135,29135,60,2490,5000
42,26645,26645,60,2520,5075
43,24125,24125,60,2550,5150
44,21575,21575,60,2610,5225
45,18965,18965,60,2640,5300
46,16325,16325,60,2670,5375
47,13655,13655,60,2700,5450
48,10955,10955,60,2760,5525
49,8195,8195,60,2790,5600
50,5405,5405,60,2820,5675
