"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,97399,97399,60,990,2000
2,96409,96409,60,1020,2075
3,95389,95389,60,1050,2150
4,94339,94339,60,1110,2225
5,93229,93229,60,1140,2300
6,92089,92089,60,1170,2375
7,90919,90919,60,1200,2450
8,89719,89719,60,1260,2525
9,88459,88459,60,1290,2600
10,87169,87169,60,1320,2675
11,85849,85849,60,1350,2750
12,84499,84499,60,1410,2825
13,83089,83089,60,1440,2900
14,81649,81649,60,1470,2975
15,80179,80179,60,1500,3050
16,78679,78679,60,1560,3125
17,77119,77119,60,1590,3200
18,75529,75529,60,1620,3275
19,73909,73909,60,1650,3350
20,72259,72259,60,1710,3425
21,70549,70549,60,1740,3500
22,68809,68809,60,1770,3575
23,67039,67039,60,1800,3650
24,65239,65239,60,1860,3725
25,63379,63379,60,1890,3800
26,61489,61489,60,1920,3875
27,59569,59569,60,1950,3950
28,57619,57619,60,2010,4025
29,55609,55609,60,2040,4100
30,53569,53569,60,2070,4175
31,51499,51499,60,2100,4250
32,49399,49399,60,2160,4325
33,47239,47239,60,2190,4400
34,45049,45049,60,2220,4475
35,42829,42829,60,2250,4550
36,40579,40579,60,2310,4625
37,38269,38269,60,2340,4700
38,35929,35929,60,2370,4775
39,33559,33559,60,2400,4850
40,31159,31159,60,2460,4925
41,28699,28699,60,2490,5000
42,26209,26209,60,2520,5075
43,23689,23689,60,2550,5150
44,21139,21139,60,2610,5225
45,18529,18529,60,2640,5300
46,15889,15889,60,2670,5375
47,13219,13219,60,2700,5450
48,10519,10519,60,2760,5525
49,7759,7759,60,2790,5600
50,5053,5053,60,2820,5675
