"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98315,98315,60,990,2000
2,97325,97325,60,1020,2075
3,96305,96305,60,1050,2150
4,95255,95255,60,1110,2225
5,94145,94145,60,1140,2300
6,93005,93005,60,1170,2375
7,91835,91835,60,1200,2450
8,90635,90635,60,1260,2525
9,89375,89375,60,1290,2600
10,88085,88085,60,1320,2675
11,86765,86765,60,1350,2750
12,85415,85415,60,1410,2825
13,84005,84005,60,1440,2900
14,82565,82565,60,1470,2975
15,81095,81095,60,1500,3050
16,79595,79595,60,1560,3125
17,78035,78035,60,1590,3200
18,76445,76445,60,1620,3275
19,74825,74825,60,1650,3350
20,73175,73175,60,1710,3425
21,71465,71465,60,1740,3500
22,69725,69725,60,1770,3575
23,67955,67955,60,1800,3650
24,66155,66155,60,1860,3725
25,64295,64295,60,1890,3800
26,62405,62405,60,1920,3875
27,60485,60485,60,1950,3950
28,58535,58535,60,2010,4025
29,56525,56525,60,2040,4100
30,54485,54485,60,2070,4175
31,52415,52415,60,2100,4250
32,50315,50315,60,2160,4325
33,48155,48155,60,2190,4400
34,45965,45965,60,2220,4475
35,43745,43745,60,2250,4550
36,41495,41495,60,2310,4625
37,39185,39185,60,2340,4700
38,36845,36845,60,2370,4775
39,34475,34475,60,2400,4850
40,32075,32075,60,2460,4925
41,29615,29615,60,2490,5000
42,27125,27125,60,2520,5075
43,24605,24605,60,2550,5150
44,22055,22055,60,2610,5225
45,19445,19445,60,2640,5300
46,16805,16805,60,2670,5375
47,14135,14135,60,2700,5450
48,11435,11435,60,2760,5525
49,8675,8675,60,2790,5600
50,5908,5908,60,2820,5675
