"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98704,98704,60,990,2000
2,97714,97714,60,1020,2075
3,96694,96694,60,1050,2150
4,95644,95644,60,1110,2225
5,94534,94534,60,1140,2300
6,93394,93394,60,1170,2375
7,92224,92224,60,1200,2450
8,91024,91024,60,1260,2525
9,89764,89764,60,1290,2600
10,88474,88474,60,1320,2675
11,87154,87154,60,1350,2750
12,85804,85804,60,1410,2825
13,84394,84394,60,1440,2900
14,82954,82954,60,1470,2975
15,81484,81484,60,1500,3050
16,79984,79984,60,1560,3125
17,78424,78424,60,1590,3200
18,76834,76834,60,1620,3275
19,75214,75214,60,1650,3350
20,73564,73564,60,1710,3425
21,71854,71854,60,1740,3500
22,70114,70114,60,1770,3575
23,68344,68344,60,1800,3650
24,66544,66544,60,1860,3725
25,64684,64684,60,1890,3800
26,62794,62794,60,1920,3875
27,60874,60874,60,1950,3950
28,58924,58924,60,2010,4025
29,56914,56914,60,2040,4100
30,54874,54874,60,2070,4175
31,52804,52804,60,2100,4250
32,50704,50704,60,2160,4325
33,48544,48544,60,2190,4400
34,46354,46354,60,2220,4475
35,44134,44134,60,2250,4550
36,41884,41884,60,2310,4625
37,39574,39574,60,2340,4700
38,37234,37234,60,2370,4775
39,34864,34864,60,2400,4850
40,32464,32464,60,2460,4925
41,30004,30004,60,2490,5000
42,27514,27514,60,2520,5075
43,24994,24994,60,2550,5150
44,22444,22444,60,2610,5225
45,19834,19834,60,2640,5300
46,17194,17194,60,2670,5375
47,14524,14524,60,2700,5450
48,11824,11824,60,2760,5525
49,9064,9064,60,2790,5600
50,6274,6274,60,2820,5675
