"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98157,98157,60,990,2000
2,97167,97167,60,1020,2075
3,96147,96147,60,1050,2150
4,95097,95097,60,1110,2225
5,93987,93987,60,1140,2300
6,92847,92847,60,1170,2375
7,91677,91677,60,1200,2450
8,90477,90477,60,1260,2525
9,89217,89217,60,1290,2600
10,87927,87927,60,1320,2675
11,86607,86607,60,1350,2750
12,85257,85257,60,1410,2825
13,83847,83847,60,1440,2900
14,82407,82407,60,1470,2975
15,80937,80937,60,1500,3050
16,79437,79437,60,1560,3125
17,77877,77877,60,1590,3200
18,76287,76287,60,1620,3275
19,74667,74667,60,1650,3350
20,73017,73017,60,1710,3425
21,71307,71307,60,1740,3500
22,69567,69567,60,1770,3575
23,67797,67797,60,1800,3650
24,65997,65997,60,1860,3725
25,64137,64137,60,1890,3800
26,62247,62247,60,1920,3875
27,60327,60327,60,1950,3950
28,58377,58377,60,2010,4025
29,56367,56367,60,2040,4100
30,54327,54327,60,2070,4175
31,52257,52257,60,2100,4250
32,50157,50157,60,2160,4325
33,47997,47997,60,2190,4400
34,45807,45807,60,2220,4475
35,43587,43587,60,2250,4550
36,41337,41337,60,2310,4625
37,39027,39027,60,2340,4700
38,36687,36687,60,2370,4775
39,34317,34317,60,2400,4850
40,31917,31917,60,2460,4925
41,29457,29457,60,2490,5000
42,26967,26967,60,2520,5075
43,24447,24447,60,2550,5150
44,21897,21897,60,2610,5225
45,19287,19287,60,2640,5300
46,16647,16647,60,2670,5375
47,13977,13977,60,2700,5450
48,11277,11277,60,2760,5525
49,8517,8517,60,2790,5600
50,5727,5727,60,2820,5675
