"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98195,98195,60,990,2000
2,97205,97205,60,1020,2075
3,96185,96185,60,1050,2150
4,95135,95135,60,1110,2225
5,94025,94025,60,1140,2300
6,92885,92885,60,1170,2375
7,91715,91715,60,1200,2450
8,90515,90515,60,1260,2525
9,89255,89255,60,1290,2600
10,87965,87965,60,1320,2675
11,86645,86645,60,1350,2750
12,85295,85295,60,1410,2825
13,83885,83885,60,1440,2900
14,82445,82445,60,1470,2975
15,80975,80975,60,1500,3050
16,79475,79475,60,1560,3125
17,77915,77915,60,1590,3200
18,76325,76325,60,1620,3275
19,74705,74705,60,1650,3350
20,73055,73055,60,1710,3425
21,71345,71345,60,1740,3500
22,69605,69605,60,1770,3575
23,67835,67835,60,1800,3650
24,66035,66035,60,1860,3725
25,64175,64175,60,1890,3800
26,62285,62285,60,1920,3875
27,60365,60365,60,1950,3950
28,58415,58415,60,2010,4025
29,56405,56405,60,2040,4100
30,54365,54365,60,2070,4175
31,52295,52295,60,2100,4250
32,50195,50195,60,2160,4325
33,48035,48035,60,2190,4400
34,45845,45845,60,2220,4475
35,43625,43625,60,2250,4550
36,41375,41375,60,2310,4625
37,39065,39065,60,2340,4700
38,36725,36725,60,2370,4775
39,34355,34355,60,2400,4850
40,31955,31955,60,2460,4925
41,29495,29495,60,2490,5000
42,27005,27005,60,2520,5075
43,24485,24485,60,2550,5150
44,21935,21935,60,2610,5225
45,19325,19325,60,2640,5300
46,16685,16685,60,2670,5375
47,14015,14015,60,2700,5450
48,11315,11315,60,2760,5525
49,8555,8555,60,2790,5600
50,5765,5765,60,2820,5675
