"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98490,98490,60,990,2000
2,97500,97500,60,1020,2075
3,96480,96480,60,1050,2150
4,95430,95430,60,1110,2225
5,94320,94320,60,1140,2300
6,93180,93180,60,1170,2375
7,92010,92010,60,1200,2450
8,90810,90810,60,1260,2525
9,89550,89550,60,1290,2600
10,88260,88260,60,1320,2675
11,86940,86940,60,1350,2750
12,85590,85590,60,1410,2825
13,84180,84180,60,1440,2900
14,82740,82740,60,1470,2975
15,81270,81270,60,1500,3050
16,79770,79770,60,1560,3125
17,78210,78210,60,1590,3200
18,76620,76620,60,1620,3275
19,75000,75000,60,1650,3350
20,73350,73350,60,1710,3425
21,71640,71640,60,1740,3500
22,69900,69900,60,1770,3575
23,68130,68130,60,1800,3650
24,66330,66330,60,1860,3725
25,64470,64470,60,1890,3800
26,62580,62580,60,1920,3875
27,60660,60660,60,1950,3950
28,58710,58710,60,2010,4025
29,56700,56700,60,2040,4100
30,54660,54660,60,2070,4175
31,52590,52590,60,2100,4250
32,50490,50490,60,2160,4325
33,48330,48330,60,2190,4400
34,46140,46140,60,2220,4475
35,43920,43920,60,2250,4550
36,41670,41670,60,2310,4625
37,39360,39360,60,2340,4700
38,37020,37020,60,2370,4775
39,34650,34650,60,2400,4850
40,32250,32250,60,2460,4925
41,29790,29790,60,2490,5000
42,27300,27300,60,2520,5075
43,24780,24780,60,2550,5150
44,22230,22230,60,2610,5225
45,19620,19620,60,2640,5300
46,16980,16980,60,2670,5375
47,14310,14310,60,2700,5450
48,11610,11610,60,2760,5525
49,8850,8850,60,2790,5600
50,6083,6083,60,2820,5675
