"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98173,98173,60,990,2000
2,97183,97183,60,1020,2075
3,96163,96163,60,1050,2150
4,95113,95113,60,1110,2225
5,94003,94003,60,1140,2300
6,92863,92863,60,1170,2375
7,91693,91693,60,1200,2450
8,90493,90493,60,1260,2525
9,89233,89233,60,1290,2600
10,87943,87943,60,1320,2675
11,86623,86623,60,1350,2750
12,85273,85273,60,1410,2825
13,83863,83863,60,1440,2900
14,82423,82423,60,1470,2975
15,80953,80953,60,1500,3050
16,79453,79453,60,1560,3125
17,77893,77893,60,1590,3200
18,76303,76303,60,1620,3275
19,74683,74683,60,1650,3350
20,73033,73033,60,1710,3425
21,71323,71323,60,1740,3500
22,69583,69583,60,1770,3575
23,67813,67813,60,1800,3650
24,66013,66013,60,1860,3725
25,64153,64153,60,1890,3800
26,62263,62263,60,1920,3875
27,60343,60343,60,1950,3950
28,58393,58393,60,2010,4025
29,56383,56383,60,2040,4100
30,54343,54343,60,2070,4175
31,52273,52273,60,2100,4250
32,50173,50173,60,2160,4325
33,48013,48013,60,2190,4400
34,45823,45823,60,2220,4475
35,43603,43603,60,2250,4550
36,41353,41353,60,2310,4625
37,39043,39043,60,2340,4700
38,36703,36703,60,2370,4775
39,34333,34333,60,2400,4850
40,31933,31933,60,2460,4925
41,29473,29473,60,2490,5000
42,26983,26983,60,2520,5075
43,24463,24463,60,2550,5150
44,21913,21913,60,2610,5225
45,19303,19303,60,2640,5300
46,16663,16663,60,2670,5375
47,13993,13993,60,2700,5450
48,11293,11293,60,2760,5525
49,8533,8533,60,2790,5600
50,5743,5743,60,2820,5675
