"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98252,98252,60,990,2000
2,97262,97262,60,1020,2075
3,96242,96242,60,1050,2150
4,95192,95192,60,1110,2225
5,94082,94082,60,1140,2300
6,92942,92942,60,1170,2375
7,91772,91772,60,1200,2450
8,90572,90572,60,1260,2525
9,89312,89312,60,1290,2600
10,88022,88022,60,1320,2675
11,86702,86702,60,1350,2750
12,85352,85352,60,1410,2825
13,83942,83942,60,1440,2900
14,82502,82502,60,1470,2975
15,81032,81032,60,1500,3050
16,79532,79532,60,1560,3125
17,77972,77972,60,1590,3200
18,76382,76382,60,1620,3275
19,74762,74762,60,1650,3350
20,73112,73112,60,1710,3425
21,71402,71402,60,1740,3500
22,69662,69662,60,1770,3575
23,67892,67892,60,1800,3650
24,66092,66092,60,1860,3725
25,64232,64232,60,1890,3800
26,62342,62342,60,1920,3875
27,60422,60422,60,1950,3950
28,58472,58472,60,2010,4025
29,56462,56462,60,2040,4100
30,54422,54422,60,2070,4175
31,52352,52352,60,2100,4250
32,50252,50252,60,2160,4325
33,48092,48092,60,2190,4400
34,45902,45902,60,2220,4475
35,43682,43682,60,2250,4550
36,41432,41432,60,2310,4625
37,39122,39122,60,2340,4700
38,36782,36782,60,2370,4775
39,34412,34412,60,2400,4850
40,32012,32012,60,2460,4925
41,29552,29552,60,2490,5000
42,27062,27062,60,2520,5075
43,24542,24542,60,2550,5150
44,21992,21992,60,2610,5225
45,19382,19382,60,2640,5300
46,16742,16742,60,2670,5375
47,14072,14072,60,2700,5450
48,11372,11372,60,2760,5525
49,8612,8612,60,2790,5600
50,5822,5822,60,2820,5675
