"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98131,98131,60,990,2000
2,97141,97141,60,1020,2075
3,96121,96121,60,1050,2150
4,95071,95071,60,1110,2225
5,93961,93961,60,1140,2300
6,92821,92821,60,1170,2375
7,91651,91651,60,1200,2450
8,90451,90451,60,1260,2525
9,89191,89191,60,1290,2600
10,87901,87901,60,1320,2675
11,86581,86581,60,1350,2750
12,85231,85231,60,1410,2825
13,83821,83821,60,1440,2900
14,82381,82381,60,1470,2975
15,80911,80911,60,1500,3050
16,79411,79411,60,1560,3125
17,77851,77851,60,1590,3200
18,76261,76261,60,1620,3275
19,74641,74641,60,1650,3350
20,72991,72991,60,1710,3425
21,71281,71281,60,1740,3500
22,69541,69541,60,1770,3575
23,67771,67771,60,1800,3650
24,65971,65971,60,1860,3725
25,64111,64111,60,1890,3800
26,62221,62221,60,1920,3875
27,60301,60301,60,1950,3950
28,58351,58351,60,2010,4025
29,56341,56341,60,2040,4100
30,54301,54301,60,2070,4175
31,52231,52231,60,2100,4250
32,50131,50131,60,2160,4325
33,47971,47971,60,2190,4400
34,45781,45781,60,2220,4475
35,43561,43561,60,2250,4550
36,41311,41311,60,2310,4625
37,39001,39001,60,2340,4700
38,36661,36661,60,2370,4775
39,34291,34291,60,2400,4850
40,31891,31891,60,2460,4925
41,29431,29431,60,2490,5000
42,26941,26941,60,2520,5075
43,24421,24421,60,2550,5150
44,21871,21871,60,2610,5225
45,19261,19261,60,2640,5300
46,16621,16621,60,2670,5375
47,13951,13951,60,2700,5450
48,11251,11251,60,2760,5525
49,8491,8491,60,2790,5600
50,5701,5701,60,2820,5675
