"Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
1,98076,98076,60,990,2000
2,97086,97086,60,1020,2075
3,96066,96066,60,1050,2150
4,95016,95016,60,1110,2225
5,93906,93906,60,1140,2300
6,92766,92766,60,1170,2375
7,91596,91596,60,1200,2450
8,90396,90396,60,1260,2525
9,89136,89136,60,1290,2600
10,87846,87846,60,1320,2675
11,86526,86526,60,1350,2750
12,85176,85176,60,1410,2825
13,83766,83766,60,1440,2900
14,82326,82326,60,1470,2975
15,80856,80856,60,1500,3050
16,79356,79356,60,1560,3125
17,77796,77796,60,1590,3200
18,76206,76206,60,1620,3275
19,74586,74586,60,1650,3350
20,72936,72936,60,1710,3425
21,71226,71226,60,1740,3500
22,69486,69486,60,1770,3575
23,67716,67716,60,1800,3650
24,65916,65916,60,1860,3725
25,64056,64056,60,1890,3800
26,62166,62166,60,1920,3875
27,60246,60246,60,1950,3950
28,58296,58296,60,2010,4025
29,56286,56286,60,2040,4100
30,54246,54246,60,2070,4175
31,52176,52176,60,2100,4250
32,50076,50076,60,2160,4325
33,47916,47916,60,2190,4400
34,45726,45726,60,2220,4475
35,43506,43506,60,2250,4550
36,41256,41256,60,2310,4625
37,38946,38946,60,2340,4700
38,36606,36606,60,2370,4775
39,34236,34236,60,2400,4850
40,31836,31836,60,2460,4925
41,29376,29376,60,2490,5000
42,26886,26886,60,2520,5075
43,24366,24366,60,2550,5150
44,21816,21816,60,2610,5225
45,19206,19206,60,2640,5300
46,16566,16566,60,2670,5375
47,13896,13896,60,2700,5450
48,11196,11196,60,2760,5525
49,8436,8436,60,2790,5600
50,5692,5692,60,2820,5675
