"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
"1",1,1124754,1124754,60,120,400
"2",2,1124634,1124634,60,120,404.0816
"3",3,1124514,1124514,60,120,408.1632
"4",4,1124394,1124394,60,120,412.2448
"5",5,1124274,1124274,60,120,416.3264
"6",6,1124154,1124154,60,140,420.408
"7",7,1124014,1124014,60,140,424.4896
"8",8,1123874,1123874,60,140,428.5712
"9",9,1123734,1123734,60,140,432.6528
"10",10,1123594,1123594,60,140,436.7344
"11",11,1123454,1123454,60,140,440.816
"12",12,1123314,1123314,60,140,444.8976
"13",13,1123174,1123174,60,140,448.9792
"14",14,1123034,1123034,60,140,453.0608
"15",15,1122894,1122894,60,140,457.1424
"16",16,1122754,1122754,60,140,461.224
"17",17,1122614,1122614,60,140,465.3056
"18",18,1122474,1122474,60,140,469.3872
"19",19,1122334,1122334,60,140,473.4688
"20",20,1122194,1122194,60,140,477.5504
"21",21,1122054,1122054,60,160,481.632
"22",22,1121894,1121894,60,160,485.7136
"23",23,1121734,1121734,60,160,489.7952
"24",24,1121574,1121574,60,160,493.8768
"25",25,1121414,1121414,60,160,497.9584
"26",26,1121254,1121254,60,160,502.04
"27",27,1121094,1121094,60,160,506.121599999999
"28",28,1120934,1120934,60,160,510.203199999999
"29",29,1120774,1120774,60,160,514.284799999999
"30",30,1120614,1120614,60,160,518.366399999999
"31",31,1120454,1120454,60,160,522.447999999999
"32",32,1120294,1120294,60,160,526.529599999999
"33",33,1120134,1120134,60,160,530.611199999999
"34",34,1119974,1119974,60,160,534.692799999999
"35",35,1119814,1119814,60,160,538.774399999999
"36",36,1119654,1119654,60,180,542.855999999999
"37",37,1119474,1119474,60,180,546.937599999999
"38",38,1119294,1119294,60,180,551.019199999999
"39",39,1119114,1119114,60,180,555.100799999999
"40",40,1118934,1118934,60,180,559.182399999999
"41",41,1118754,1118754,60,180,563.263999999999
"42",42,1118574,1118574,60,180,567.345599999999
"43",43,1118394,1118394,60,180,571.427199999999
"44",44,1118214,1118214,60,180,575.508799999999
"45",45,1118034,1118034,60,180,579.590399999999
"46",46,1117854,1117854,60,180,583.671999999999
"47",47,1117674,1117674,60,180,587.753599999999
"48",48,1117494,1117494,60,180,591.835199999999
"49",49,1117314,1117314,60,180,595.916799999999
"50",50,1117134,1117134,60,180,599.998399999999
