"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
"1",1,1124795,1124795,60,120,400
"2",2,1124675,1124675,60,120,404.0816
"3",3,1124555,1124555,60,120,408.1632
"4",4,1124435,1124435,60,120,412.2448
"5",5,1124315,1124315,60,120,416.3264
"6",6,1124195,1124195,60,140,420.408
"7",7,1124055,1124055,60,140,424.4896
"8",8,1123915,1123915,60,140,428.5712
"9",9,1123775,1123775,60,140,432.6528
"10",10,1123635,1123635,60,140,436.7344
"11",11,1123495,1123495,60,140,440.816
"12",12,1123355,1123355,60,140,444.8976
"13",13,1123215,1123215,60,140,448.9792
"14",14,1123075,1123075,60,140,453.0608
"15",15,1122935,1122935,60,140,457.1424
"16",16,1122795,1122795,60,140,461.224
"17",17,1122655,1122655,60,140,465.3056
"18",18,1122515,1122515,60,140,469.3872
"19",19,1122375,1122375,60,140,473.4688
"20",20,1122235,1122235,60,140,477.5504
"21",21,1122095,1122095,60,160,481.632
"22",22,1121935,1121935,60,160,485.7136
"23",23,1121775,1121775,60,160,489.7952
"24",24,1121615,1121615,60,160,493.8768
"25",25,1121455,1121455,60,160,497.9584
"26",26,1121295,1121295,60,160,502.04
"27",27,1121135,1121135,60,160,506.121599999999
"28",28,1120975,1120975,60,160,510.203199999999
"29",29,1120815,1120815,60,160,514.284799999999
"30",30,1120655,1120655,60,160,518.366399999999
"31",31,1120495,1120495,60,160,522.447999999999
"32",32,1120335,1120335,60,160,526.529599999999
"33",33,1120175,1120175,60,160,530.611199999999
"34",34,1120015,1120015,60,160,534.692799999999
"35",35,1119855,1119855,60,160,538.774399999999
"36",36,1119695,1119695,60,180,542.855999999999
"37",37,1119515,1119515,60,180,546.937599999999
"38",38,1119335,1119335,60,180,551.019199999999
"39",39,1119155,1119155,60,180,555.100799999999
"40",40,1118975,1118975,60,180,559.182399999999
"41",41,1118795,1118795,60,180,563.263999999999
"42",42,1118615,1118615,60,180,567.345599999999
"43",43,1118435,1118435,60,180,571.427199999999
"44",44,1118255,1118255,60,180,575.508799999999
"45",45,1118075,1118075,60,180,579.590399999999
"46",46,1117895,1117895,60,180,583.671999999999
"47",47,1117715,1117715,60,180,587.753599999999
"48",48,1117535,1117535,60,180,591.835199999999
"49",49,1117355,1117355,60,180,595.916799999999
"50",50,1117175,1117175,60,180,599.998399999999
