"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
"1",1,1124784,1124784,60,120,400
"2",2,1124664,1124664,60,120,404.0816
"3",3,1124544,1124544,60,120,408.1632
"4",4,1124424,1124424,60,120,412.2448
"5",5,1124304,1124304,60,120,416.3264
"6",6,1124184,1124184,60,140,420.408
"7",7,1124044,1124044,60,140,424.4896
"8",8,1123904,1123904,60,140,428.5712
"9",9,1123764,1123764,60,140,432.6528
"10",10,1123624,1123624,60,140,436.7344
"11",11,1123484,1123484,60,140,440.816
"12",12,1123344,1123344,60,140,444.8976
"13",13,1123204,1123204,60,140,448.9792
"14",14,1123064,1123064,60,140,453.0608
"15",15,1122924,1122924,60,140,457.1424
"16",16,1122784,1122784,60,140,461.224
"17",17,1122644,1122644,60,140,465.3056
"18",18,1122504,1122504,60,140,469.3872
"19",19,1122364,1122364,60,140,473.4688
"20",20,1122224,1122224,60,140,477.5504
"21",21,1122084,1122084,60,160,481.632
"22",22,1121924,1121924,60,160,485.7136
"23",23,1121764,1121764,60,160,489.7952
"24",24,1121604,1121604,60,160,493.8768
"25",25,1121444,1121444,60,160,497.9584
"26",26,1121284,1121284,60,160,502.04
"27",27,1121124,1121124,60,160,506.121599999999
"28",28,1120964,1120964,60,160,510.203199999999
"29",29,1120804,1120804,60,160,514.284799999999
"30",30,1120644,1120644,60,160,518.366399999999
"31",31,1120484,1120484,60,160,522.447999999999
"32",32,1120324,1120324,60,160,526.529599999999
"33",33,1120164,1120164,60,160,530.611199999999
"34",34,1120004,1120004,60,160,534.692799999999
"35",35,1119844,1119844,60,160,538.774399999999
"36",36,1119684,1119684,60,180,542.855999999999
"37",37,1119504,1119504,60,180,546.937599999999
"38",38,1119324,1119324,60,180,551.019199999999
"39",39,1119144,1119144,60,180,555.100799999999
"40",40,1118964,1118964,60,180,559.182399999999
"41",41,1118784,1118784,60,180,563.263999999999
"42",42,1118604,1118604,60,180,567.345599999999
"43",43,1118424,1118424,60,180,571.427199999999
"44",44,1118244,1118244,60,180,575.508799999999
"45",45,1118064,1118064,60,180,579.590399999999
"46",46,1117884,1117884,60,180,583.671999999999
"47",47,1117704,1117704,60,180,587.753599999999
"48",48,1117524,1117524,60,180,591.835199999999
"49",49,1117344,1117344,60,180,595.916799999999
"50",50,1117164,1117164,60,180,599.998399999999
