"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
"1",1,1124796,1124796,60,120,400
"2",2,1124676,1124676,60,120,404.0816
"3",3,1124556,1124556,60,120,408.1632
"4",4,1124436,1124436,60,120,412.2448
"5",5,1124316,1124316,60,120,416.3264
"6",6,1124196,1124196,60,140,420.408
"7",7,1124056,1124056,60,140,424.4896
"8",8,1123916,1123916,60,140,428.5712
"9",9,1123776,1123776,60,140,432.6528
"10",10,1123636,1123636,60,140,436.7344
"11",11,1123496,1123496,60,140,440.816
"12",12,1123356,1123356,60,140,444.8976
"13",13,1123216,1123216,60,140,448.9792
"14",14,1123076,1123076,60,140,453.0608
"15",15,1122936,1122936,60,140,457.1424
"16",16,1122796,1122796,60,140,461.224
"17",17,1122656,1122656,60,140,465.3056
"18",18,1122516,1122516,60,140,469.3872
"19",19,1122376,1122376,60,140,473.4688
"20",20,1122236,1122236,60,140,477.5504
"21",21,1122096,1122096,60,160,481.632
"22",22,1121936,1121936,60,160,485.7136
"23",23,1121776,1121776,60,160,489.7952
"24",24,1121616,1121616,60,160,493.8768
"25",25,1121456,1121456,60,160,497.9584
"26",26,1121296,1121296,60,160,502.04
"27",27,1121136,1121136,60,160,506.121599999999
"28",28,1120976,1120976,60,160,510.203199999999
"29",29,1120816,1120816,60,160,514.284799999999
"30",30,1120656,1120656,60,160,518.366399999999
"31",31,1120496,1120496,60,160,522.447999999999
"32",32,1120336,1120336,60,160,526.529599999999
"33",33,1120176,1120176,60,160,530.611199999999
"34",34,1120016,1120016,60,160,534.692799999999
"35",35,1119856,1119856,60,160,538.774399999999
"36",36,1119696,1119696,60,180,542.855999999999
"37",37,1119516,1119516,60,180,546.937599999999
"38",38,1119336,1119336,60,180,551.019199999999
"39",39,1119156,1119156,60,180,555.100799999999
"40",40,1118976,1118976,60,180,559.182399999999
"41",41,1118796,1118796,60,180,563.263999999999
"42",42,1118616,1118616,60,180,567.345599999999
"43",43,1118436,1118436,60,180,571.427199999999
"44",44,1118256,1118256,60,180,575.508799999999
"45",45,1118076,1118076,60,180,579.590399999999
"46",46,1117896,1117896,60,180,583.671999999999
"47",47,1117716,1117716,60,180,587.753599999999
"48",48,1117536,1117536,60,180,591.835199999999
"49",49,1117356,1117356,60,180,595.916799999999
"50",50,1117176,1117176,60,180,599.998399999999
