"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget"
"1",1,1124673,1124673,60,120,400
"2",2,1124553,1124553,60,120,404.0816
"3",3,1124433,1124433,60,120,408.1632
"4",4,1124313,1124313,60,120,412.2448
"5",5,1124193,1124193,60,120,416.3264
"6",6,1124073,1124073,60,140,420.408
"7",7,1123933,1123933,60,140,424.4896
"8",8,1123793,1123793,60,140,428.5712
"9",9,1123653,1123653,60,140,432.6528
"10",10,1123513,1123513,60,140,436.7344
"11",11,1123373,1123373,60,140,440.816
"12",12,1123233,1123233,60,140,444.8976
"13",13,1123093,1123093,60,140,448.9792
"14",14,1122953,1122953,60,140,453.0608
"15",15,1122813,1122813,60,140,457.1424
"16",16,1122673,1122673,60,140,461.224
"17",17,1122533,1122533,60,140,465.3056
"18",18,1122393,1122393,60,140,469.3872
"19",19,1122253,1122253,60,140,473.4688
"20",20,1122113,1122113,60,140,477.5504
"21",21,1121973,1121973,60,160,481.632
"22",22,1121813,1121813,60,160,485.7136
"23",23,1121653,1121653,60,160,489.7952
"24",24,1121493,1121493,60,160,493.8768
"25",25,1121333,1121333,60,160,497.9584
"26",26,1121173,1121173,60,160,502.04
"27",27,1121013,1121013,60,160,506.121599999999
"28",28,1120853,1120853,60,160,510.203199999999
"29",29,1120693,1120693,60,160,514.284799999999
"30",30,1120533,1120533,60,160,518.366399999999
"31",31,1120373,1120373,60,160,522.447999999999
"32",32,1120213,1120213,60,160,526.529599999999
"33",33,1120053,1120053,60,160,530.611199999999
"34",34,1119893,1119893,60,160,534.692799999999
"35",35,1119733,1119733,60,160,538.774399999999
"36",36,1119573,1119573,60,180,542.855999999999
"37",37,1119393,1119393,60,180,546.937599999999
"38",38,1119213,1119213,60,180,551.019199999999
"39",39,1119033,1119033,60,180,555.100799999999
"40",40,1118853,1118853,60,180,559.182399999999
"41",41,1118673,1118673,60,180,563.263999999999
"42",42,1118493,1118493,60,180,567.345599999999
"43",43,1118313,1118313,60,180,571.427199999999
"44",44,1118133,1118133,60,180,575.508799999999
"45",45,1117953,1117953,60,180,579.590399999999
"46",46,1117773,1117773,60,180,583.671999999999
"47",47,1117593,1117593,60,180,587.753599999999
"48",48,1117413,1117413,60,180,591.835199999999
"49",49,1117233,1117233,60,180,595.916799999999
"50",50,1117053,1117053,60,180,599.998399999999
