"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
"1",1,98596,98596,59,990,2000,499.794111629865
"2",2,97606,97606,59,1050,2075,499.794111629865
"3",3,96556,96556,61,1050,2150,517.740882845725
"4",4,95506,95506,57,1170,2225,471.038229271331
"5",5,94336,94336,62,1110,2300,527.922523535923
"6",6,93226,93226,58,1200,2375,483.480198760374
"7",7,92026,92026,59,1230,2450,497.80527400377
"8",8,90796,90796,61,1230,2525,519.294713632367
"9",9,89566,89566,57,1350,2600,470.537383668708
"10",10,88216,88216,62,1290,2675,527.171191263112
"11",11,86926,86926,58,1410,2750,485.18489447003
"12",12,85516,85516,59,1410,2825,495.825194108099
"13",13,84106,84106,62,1380,2900,520.762674656091
"14",14,82726,82726,57,1560,2975,470.165368360323
"15",15,81166,81166,62,1470,3050,526.299305617785
"16",16,79696,79696,58,1590,3125,486.953921014897
"17",17,78106,78106,59,1620,3200,493.86259110912
"18",18,76486,76486,62,1560,3275,522.138301836195
"19",19,74926,74926,56,1770,3350,469.923821493876
"20",20,73156,73156,62,1650,3425,525.3107058975
"21",21,71506,71506,58,1800,3500,488.77948858982
"22",22,69706,69706,59,1800,3575,491.926107214607
"23",23,67906,67906,62,1740,3650,523.415537678669
"24",24,66166,66166,56,1980,3725,469.813806706897
"25",25,64186,64186,62,1830,3800,524.209745343434
"26",26,62356,62356,59,1950,3875,490.653558414517
"27",27,60406,60406,59,1980,3950,490.024269618382
"28",28,58426,58426,62,1920,4025,524.588757950016
"29",29,56506,56506,56,2190,4100,469.835808443081
"30",30,54316,54316,62,2010,4175,523.001271971136
"31",31,52306,52306,59,2160,4250,492.567878131882
"32",32,50146,50146,58,2220,4325,488.165452951315
"33",33,47926,47926,62,2100,4400,525.652796443238
"34",34,45826,45826,56,2370,4475,469.989729819067
"35",35,43456,43456,62,2190,4550,521.69060722258
"36",36,41266,41266,59,2340,4625,494.514018146752
"37",37,38926,38926,58,2430,4700,486.357842404123
"38",38,36496,36496,62,2310,4775,526.602967726923
"39",39,34186,34186,57,2550,4850,470.274893051057
"40",40,31636,31636,62,2370,4925,520.283522533499
"41",41,29266,29266,59,2520,5000,496.483408745144
"42",42,26746,26746,58,2610,5075,484.609397684365
"43",43,24136,24136,62,2490,5150,527.435087777274
"44",44,21646,21646,57,2730,5225,470.690042439402
"45",45,18916,18916,61,2580,5300,518.786213919208
"46",46,16336,16336,59,2730,5375,498.467377830486
"47",47,13606,13606,58,2790,5450,482.927817966328
"48",48,10816,10816,62,2670,5525,528.145492402209
"49",49,8146,8146,57,2940,5600,471.233349897995
"50",50,5206,5206,61,2790,5675,517.205274690811
