"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
"1",1,97397,97397,59,990,2000,499.794111629865
"2",2,96407,96407,59,1050,2075,499.794111629865
"3",3,95357,95357,61,1050,2150,517.740882845725
"4",4,94307,94307,57,1170,2225,471.038229271331
"5",5,93137,93137,62,1110,2300,527.922523535923
"6",6,92027,92027,58,1200,2375,483.480198760374
"7",7,90827,90827,59,1230,2450,497.80527400377
"8",8,89597,89597,61,1230,2525,519.294713632367
"9",9,88367,88367,57,1350,2600,470.537383668708
"10",10,87017,87017,62,1290,2675,527.171191263112
"11",11,85727,85727,58,1410,2750,485.18489447003
"12",12,84317,84317,59,1410,2825,495.825194108099
"13",13,82907,82907,62,1380,2900,520.762674656091
"14",14,81527,81527,57,1560,2975,470.165368360323
"15",15,79967,79967,62,1470,3050,526.299305617785
"16",16,78497,78497,58,1590,3125,486.953921014897
"17",17,76907,76907,59,1620,3200,493.86259110912
"18",18,75287,75287,62,1560,3275,522.138301836195
"19",19,73727,73727,56,1770,3350,469.923821493876
"20",20,71957,71957,62,1650,3425,525.3107058975
"21",21,70307,70307,58,1800,3500,488.77948858982
"22",22,68507,68507,59,1800,3575,491.926107214607
"23",23,66707,66707,62,1740,3650,523.415537678669
"24",24,64967,64967,56,1980,3725,469.813806706897
"25",25,62987,62987,62,1830,3800,524.209745343434
"26",26,61157,61157,59,1950,3875,490.653558414517
"27",27,59207,59207,59,1980,3950,490.024269618382
"28",28,57227,57227,62,1920,4025,524.588757950016
"29",29,55307,55307,56,2190,4100,469.835808443081
"30",30,53117,53117,62,2010,4175,523.001271971136
"31",31,51107,51107,59,2160,4250,492.567878131882
"32",32,48947,48947,58,2220,4325,488.165452951315
"33",33,46727,46727,62,2100,4400,525.652796443238
"34",34,44627,44627,56,2370,4475,469.989729819067
"35",35,42257,42257,62,2190,4550,521.69060722258
"36",36,40067,40067,59,2340,4625,494.514018146752
"37",37,37727,37727,58,2430,4700,486.357842404123
"38",38,35297,35297,62,2310,4775,526.602967726923
"39",39,32987,32987,57,2550,4850,470.274893051057
"40",40,30437,30437,62,2370,4925,520.283522533499
"41",41,28067,28067,59,2520,5000,496.483408745144
"42",42,25547,25547,58,2610,5075,484.609397684365
"43",43,22937,22937,62,2490,5150,527.435087777274
"44",44,20447,20447,57,2730,5225,470.690042439402
"45",45,17717,17717,61,2580,5300,518.786213919208
"46",46,15137,15137,59,2730,5375,498.467377830486
"47",47,12407,12407,58,2790,5450,482.927817966328
"48",48,9617,9617,62,2670,5525,528.145492402209
"49",49,6947,6947,57,2940,5600,471.233349897995
"50",50,4102,4102,61,2790,5675,517.205274690811
