"","time_step","sim","available_yld","sim_yield","trees","perc_yld"
"101",1,"N1b",24000,36.7643974086219,2e+06,0.153184989202591
"102",2,"N1b",24000,36.7638441501525,1999876,0.153182683958969
"103",3,"N1b",24000,36.7790249722167,1999500,0.153245937384236
"104",4,"N1b",24000,36.826265054952,1999379,0.1534427710623
"105",5,"N1b",24000,36.8418101693921,1999258,0.153507542372467
"106",6,"N1b",24000,36.8545247481839,1999137,0.1535605197841
"107",7,"N1b",24000,36.8684907868472,1999016,0.153618711611863
"108",8,"N1b",24000,36.8833516612501,1998640,0.153680631921876
"109",9,"N1b",24000,36.9259830622102,1998519,0.153858262759209
"110",10,"N1b",24000,36.9403169410911,1998398,0.153917987254546
"111",11,"N1b",24000,36.9584531996043,1998022,0.153993554998351
"112",12,"N1b",24000,37.0076177384438,1997646,0.154198407243516
"113",13,"N1b",24000,37.0567950063674,1997525,0.154403312526531
"114",14,"N1b",24000,37.073034594377,1997149,0.154470977476571
"115",15,"N1b",24000,37.1199235910373,1997028,0.154666348295989
"116",16,"N1b",24000,37.1351974684287,1996907,0.154729989451786
"117",17,"N1b",24000,37.1514376102022,1996531,0.154797656709176
"118",18,"N1b",24000,37.1955802376754,1996410,0.154981584323647
"119",19,"N1b",24000,37.2111166769279,1996289,0.1550463194872
"120",20,"N1b",24000,37.2253997980043,1996168,0.155105832491684
"121",21,"N1b",24000,37.2390169925072,1995792,0.155162570802113
"122",22,"N1b",24000,37.2863221789382,1995671,0.155359675745576
"123",23,"N1b",24000,37.2999420357835,1995550,0.155416425149098
"124",24,"N1b",24000,37.3153408138564,1995429,0.155480586724402
"125",25,"N1b",24000,37.3298731000343,1995308,0.155541137916809
"126",26,"N1b",24000,37.3450775882832,1995187,0.15560448995118
"127",27,"N1b",24000,37.3592000370311,1995066,0.155663333487629
"128",28,"N1b",24000,37.3756017107368,1994945,0.155731673794736
"129",29,"N1b",24000,37.3901578924967,1994824,0.15579232455207
"130",30,"N1b",24000,37.4050760161106,1994448,0.155854483400461
"131",31,"N1b",24000,37.4538957404752,1994327,0.156057898918646
"132",32,"N1b",24000,37.4700832235983,1993951,0.156125346764993
"133",33,"N1b",24000,37.5166973751339,1993830,0.156319572396391
"134",34,"N1b",24000,37.5317785642397,1993709,0.156382410684332
"135",35,"N1b",24000,37.5474895394433,1993588,0.156447873081014
"136",36,"N1b",24000,37.5631685850451,1993467,0.156513202437688
"137",37,"N1b",24000,37.5779259111947,1993346,0.156574691296645
"138",38,"N1b",24000,37.5928324567778,1993225,0.156636801903241
"139",39,"N1b",24000,37.6078980122769,1993104,0.156699575051154
"140",40,"N1b",24000,37.6238393129533,1992728,0.156765997137305
"141",41,"N1b",24000,37.6684209061288,1992607,0.156951753775536
"142",42,"N1b",24000,37.6841753301535,1992486,0.157017397208973
"143",43,"N1b",24000,37.698465638566,1992365,0.157076940160692
"144",44,"N1b",24000,37.7130121434773,1991989,0.157137550597822
"145",45,"N1b",24000,37.7601313966208,1991613,0.157333880819253
"146",46,"N1b",24000,37.8050403903911,1991492,0.15752100162663
"147",47,"N1b",24000,37.821601384305,1991371,0.157590005767938
"148",48,"N1b",24000,37.8355453278626,1991250,0.157648105532761
"149",49,"N1b",24000,37.8519213714742,1991129,0.157716339047809
"150",50,"N1b",24000,37.8661657379511,1990753,0.157775690574796
"151",1,"N1c",24000,13.4664697296703,2e+06,0.0561102905402929
"152",2,"N1c",24000,13.4665695712389,1999723,0.0561107065468288
"153",3,"N1c",24000,13.48237134811,1999597,0.0561765472837917
"154",4,"N1c",24000,13.4888676736935,1999471,0.0562036153070563
"155",5,"N1c",24000,13.4959748110394,1999345,0.0562332283793308
"156",6,"N1c",24000,13.5019977995057,1998954,0.0562583241646071
"157",7,"N1c",24000,13.5239602793503,1998828,0.0563498344972929
"158",8,"N1c",24000,13.5318481867208,1998437,0.0563827007780033
"159",9,"N1c",24000,13.5536688277102,1998311,0.0564736201154592
"160",10,"N1c",24000,13.5610934095303,1998185,0.0565045558730429
"161",11,"N1c",24000,13.5675888410606,1998059,0.0565316201710858
"162",12,"N1c",24000,13.5751983671082,1997668,0.0565633265296175
"163",13,"N1c",24000,13.5966470306253,1997542,0.0566526959609388
"164",14,"N1c",24000,13.6039600398831,1997151,0.0566831668328463
"165",15,"N1c",24000,13.6254165138167,1996760,0.0567725688075696
"166",16,"N1c",24000,13.6490116769875,1996369,0.0568708819874479
"167",17,"N1c",24000,13.67138021144,1996243,0.0569640842143333
"168",18,"N1c",24000,13.6783629617094,1996117,0.0569931790071225
"169",19,"N1c",24000,13.6863392672345,1995726,0.0570264136134771
"170",20,"N1c",24000,13.7077327397253,1995600,0.0571155530821887
"171",21,"N1c",24000,13.7143145203742,1995474,0.0571429771682258
"172",22,"N1c",24000,13.7209337214716,1995348,0.0571705571727983
"173",23,"N1c",24000,13.7285548157414,1995222,0.0572023117322558
"174",24,"N1c",24000,13.7359185259007,1995096,0.0572329938579196
"175",25,"N1c",24000,13.7429638698827,1994705,0.0572623494578446
"176",26,"N1c",24000,13.7664116820291,1994579,0.0573600486751213
"177",27,"N1c",24000,13.7728924021282,1994188,0.0573870516755342
"178",28,"N1c",24000,13.79466240943,1994062,0.0574777600392917
"179",29,"N1c",24000,13.8024599628041,1993936,0.0575102498450171
"180",30,"N1c",24000,13.8096288540796,1993810,0.0575401202253317
"181",31,"N1c",24000,13.8163945029277,1993419,0.0575683104288654
"182",32,"N1c",24000,13.8374377847588,1993293,0.0576559907698283
"183",33,"N1c",24000,13.8443156246693,1993167,0.0576846484361221
"184",34,"N1c",24000,13.8512717515835,1993041,0.0577136322982646
"185",35,"N1c",24000,13.8587118473042,1992915,0.0577446326971008
"186",36,"N1c",24000,13.8658921062502,1992789,0.0577745504427092
"187",37,"N1c",24000,13.8740067262659,1992663,0.0578083613594413
"188",38,"N1c",24000,13.8815595160708,1992537,0.0578398313169617
"189",39,"N1c",24000,13.8895017933692,1992146,0.0578729241390383
"190",40,"N1c",24000,13.9103086405368,1992020,0.05795961933557
"191",41,"N1c",24000,13.917716283019,1991894,0.0579904845125792
"192",42,"N1c",24000,13.9242114544772,1991768,0.0580175477269883
"193",43,"N1c",24000,13.9313331801186,1991642,0.0580472215838275
"194",44,"N1c",24000,13.9385112431338,1991516,0.0580771301797242
"195",45,"N1c",24000,13.9461148709733,1991390,0.0581088119623887
"196",46,"N1c",24000,13.9536588802638,1991264,0.0581402453344325
"197",47,"N1c",24000,13.9607592469585,1991138,0.0581698301956604
"198",48,"N1c",24000,13.9683089174048,1991012,0.0582012871558533
"199",49,"N1c",24000,13.9753345012073,1990621,0.0582305604216971
"200",50,"N1c",24000,13.9981269843567,1990495,0.0583255291014862
"201",1,"N1d",24000,36.4399954014708,2e+06,0.151833314172795
"202",2,"N1d",24000,36.4397481946438,1999867,0.151832284144349
"203",3,"N1d",24000,36.4557637281893,1999474,0.151899015534122
"204",4,"N1d",24000,36.5033554622092,1999346,0.152097314425872
"205",5,"N1d",24000,36.51927786893,1998953,0.152163657787208
"206",6,"N1d",24000,36.5663291847892,1998825,0.152359704936622
"207",7,"N1d",24000,36.5806929666623,1998697,0.15241955402776
"208",8,"N1d",24000,36.5959569285049,1998569,0.152483153868771
"209",9,"N1d",24000,36.610563447416,1998441,0.152544014364233
"210",10,"N1d",24000,36.6251312048091,1998313,0.152604713353371
"211",11,"N1d",24000,36.6406329590121,1997920,0.152669303995884
"212",12,"N1d",24000,36.687445768612,1997792,0.152864357369217
"213",13,"N1d",24000,36.7030663594543,1997664,0.152929443164393
"214",14,"N1d",24000,36.7180931307375,1997271,0.152992054711406
"215",15,"N1d",24000,36.7649759704042,1997143,0.153187399876684
"216",16,"N1d",24000,36.7805211852815,1996750,0.153252171605339
"217",17,"N1d",24000,36.8266894102246,1996622,0.153444539209269
"218",18,"N1d",24000,36.8423932627136,1996229,0.153509971927973
"219",19,"N1d",24000,36.8912877728787,1996101,0.153713699053661
"220",20,"N1d",24000,36.9063224165608,1995708,0.153776343402337
"221",21,"N1d",24000,36.9539780234022,1995580,0.153974908430842
"222",22,"N1d",24000,36.9697185641843,1995452,0.154040494017435
"223",23,"N1d",24000,36.9852565044924,1995324,0.154105235435385
"224",24,"N1d",24000,37.0003198222198,1995196,0.154167999259249
"225",25,"N1d",24000,37.0153685694744,1995068,0.15423070237281
"226",26,"N1d",24000,37.0290329112192,1994940,0.15428763713008
"227",27,"N1d",24000,37.0446620388275,1994547,0.154352758495115
"228",28,"N1d",24000,37.0940435688705,1994419,0.154558514870294
"229",29,"N1d",24000,37.111070281363,1994291,0.154629459505679
"230",30,"N1d",24000,37.1256646601418,1994163,0.154690269417257
"231",31,"N1d",24000,37.1410383309951,1993770,0.154754326379146
"232",32,"N1d",24000,37.1892974856426,1993642,0.154955406190177
"233",33,"N1d",24000,37.2037969169619,1993249,0.155015820487341
"234",34,"N1d",24000,37.2556915455288,1992856,0.15523204810637
"235",35,"N1d",24000,37.3015262178157,1992728,0.155423025907565
"236",36,"N1d",24000,37.3168263000124,1992600,0.155486776250052
"237",37,"N1d",24000,37.3344081306498,1992472,0.155560033877708
"238",38,"N1d",24000,37.3509445742068,1992344,0.155628935725862
"239",39,"N1d",24000,37.3681210795066,1991951,0.155700504497944
"240",40,"N1d",24000,37.4186693529338,1991823,0.155911122303891
"241",41,"N1d",24000,37.4333331671377,1991430,0.15597222152974
"242",42,"N1d",24000,37.482902099086,1991302,0.156178758746192
"243",43,"N1d",24000,37.499359732114,1990909,0.156247332217142
"244",44,"N1d",24000,37.5448973149953,1990781,0.156437072145814
"245",45,"N1d",24000,37.5599428940571,1990653,0.156499762058571
"246",46,"N1d",24000,37.5774618471941,1990525,0.156572757696642
"247",47,"N1d",24000,37.5937772560342,1990397,0.156640738566809
"248",48,"N1d",24000,37.6106924198498,1990004,0.156711218416041
"249",49,"N1d",24000,37.661153834433,1989876,0.156921474310137
"250",50,"N1d",24000,37.6770616127392,1989483,0.156987756719747
"251",1,"N1e",24000,164.746481522115,2e+06,0.686443673008812
"252",2,"N1e",24000,164.746618748254,1999876,0.68644424478439
"253",3,"N1e",24000,164.784700080728,1999752,0.686602917003034
"254",4,"N1e",24000,164.827088431852,1999365,0.686779535132719
"255",5,"N1e",24000,164.961078629398,1999241,0.68733782762249
"256",6,"N1e",24000,165.004500382922,1998854,0.687518751595507
"257",7,"N1e",24000,165.134971379494,1998730,0.688062380747893
"258",8,"N1e",24000,165.177879100834,1998606,0.688241162920142
"259",9,"N1e",24000,165.224075383319,1998482,0.688433647430496
"260",10,"N1e",24000,165.266342987863,1998358,0.68860976244943
"261",11,"N1e",24000,165.310227192695,1998234,0.688792613302894
"262",12,"N1e",24000,165.353316449496,1998110,0.688972151872901
"263",13,"N1e",24000,165.396824076347,1997986,0.689153433651445
"264",14,"N1e",24000,165.442872813324,1997599,0.689345303388849
"265",15,"N1e",24000,165.574647446288,1997475,0.689894364359535
"266",16,"N1e",24000,165.619397537863,1997088,0.690080823074427
"267",17,"N1e",24000,165.750692681878,1996964,0.690627886174493
"268",18,"N1e",24000,165.793541619866,1996577,0.69080642341611
"269",19,"N1e",24000,165.931141013957,1996453,0.691379754224821
"270",20,"N1e",24000,165.974120655448,1996329,0.691558836064367
"271",21,"N1e",24000,166.020028330669,1995942,0.691750118044453
"272",22,"N1e",24000,166.149352190435,1995818,0.692288967460146
"273",23,"N1e",24000,166.192728377179,1995694,0.692469701571581
"274",24,"N1e",24000,166.23414233023,1995570,0.69264225970929
"275",25,"N1e",24000,166.278949431607,1995446,0.692828955965029
"276",26,"N1e",24000,166.321153257902,1995322,0.693004805241258
"277",27,"N1e",24000,166.365518293154,1995198,0.693189659554807
"278",28,"N1e",24000,166.406765313882,1995074,0.693361522141176
"279",29,"N1e",24000,166.450660249843,1994687,0.693544417707681
"280",30,"N1e",24000,166.584506101922,1994563,0.694102108758009
"281",31,"N1e",24000,166.625833901263,1994439,0.694274307921929
"282",32,"N1e",24000,166.666736828613,1994315,0.694444736785889
"283",33,"N1e",24000,166.709352676262,1993928,0.694622302817758
"284",34,"N1e",24000,166.841727143967,1993541,0.695173863099864
"285",35,"N1e",24000,166.970645807554,1993417,0.695711024198143
"286",36,"N1e",24000,167.013365177986,1993293,0.695889021574943
"287",37,"N1e",24000,167.053323920231,1993169,0.696055516334298
"288",38,"N1e",24000,167.098438755387,1992782,0.696243494814112
"289",39,"N1e",24000,167.230681409972,1992658,0.696794505874885
"290",40,"N1e",24000,167.272203728535,1992534,0.69696751553556
"291",41,"N1e",24000,167.315265253866,1992410,0.697146938557774
"292",42,"N1e",24000,167.358107532088,1992286,0.697325448050368
"293",43,"N1e",24000,167.399070391018,1992162,0.697496126629241
"294",44,"N1e",24000,167.440698846919,1991775,0.697669578528831
"295",45,"N1e",24000,167.575251475694,1991651,0.698230214482058
"296",46,"N1e",24000,167.618048894768,1991527,0.698408537061532
"297",47,"N1e",24000,167.661247049255,1991140,0.698588529371895
"298",48,"N1e",24000,167.794647530822,1991016,0.69914436471176
"299",49,"N1e",24000,167.83958404492,1990892,0.699331600187166
"300",50,"N1e",24000,167.881843059606,1990768,0.699507679415024
"301",1,"N1f",24000,99.8724881329075,2e+06,0.416135367220448
"302",2,"N1f",24000,99.8724881329075,1999612,0.416135367220448
"303",3,"N1f",24000,99.9714065682003,1999224,0.416547527367501
"304",4,"N1f",24000,100.066080289944,1998836,0.4169420012081
"305",5,"N1f",24000,100.160959848538,1998712,0.417337332702242
"306",6,"N1f",24000,100.189995322636,1998324,0.417458313844317
"307",7,"N1f",24000,100.29034915033,1997936,0.417876454793042
"308",8,"N1f",24000,100.387483590134,1997548,0.418281181625558
"309",9,"N1f",24000,100.483961023568,1997424,0.418683170931533
"310",10,"N1f",24000,100.515176178988,1997300,0.418813234079117
"311",11,"N1f",24000,100.54374943539,1997176,0.418932289314125
"312",12,"N1f",24000,100.573325549047,1997052,0.419055523121029
"313",13,"N1f",24000,100.602108643155,1996928,0.419175452679812
"314",14,"N1f",24000,100.631309960725,1996804,0.419297124836354
"315",15,"N1f",24000,100.661959152202,1996680,0.419424829800842
"316",16,"N1f",24000,100.69140221296,1996556,0.419547509220667
"317",17,"N1f",24000,100.721790487623,1996432,0.419674127031762
"318",18,"N1f",24000,100.750815129198,1996308,0.419795063038325
"319",19,"N1f",24000,100.782923162222,1995920,0.419928846509258
"320",20,"N1f",24000,100.880791374328,1995796,0.420336630726367
"321",21,"N1f",24000,100.912643820879,1995672,0.420469349253663
"322",22,"N1f",24000,100.94412730577,1995548,0.420600530440708
"323",23,"N1f",24000,100.976094300511,1995160,0.420733726252129
"324",24,"N1f",24000,101.075258980738,1995036,0.421146912419742
"325",25,"N1f",24000,101.107056113826,1994912,0.421279400474275
"326",26,"N1f",24000,101.137183983862,1994788,0.421404933266092
"327",27,"N1f",24000,101.167510721541,1994664,0.421531294673088
"328",28,"N1f",24000,101.197938138147,1994276,0.421658075575612
"329",29,"N1f",24000,101.295005320971,1994152,0.422062522170713
"330",30,"N1f",24000,101.324790847436,1994028,0.422186628530983
"331",31,"N1f",24000,101.354377558939,1993904,0.422309906495579
"332",32,"N1f",24000,101.386130953715,1993780,0.422442212307146
"333",33,"N1f",24000,101.420138804895,1993392,0.422583911687063
"334",34,"N1f",24000,101.518440882935,1993268,0.422993503678896
"335",35,"N1f",24000,101.548818129823,1992880,0.423120075540929
"336",36,"N1f",24000,101.645901200699,1992756,0.423524588336246
"337",37,"N1f",24000,101.676151153056,1992632,0.4236506298044
"338",38,"N1f",24000,101.709867006968,1992244,0.423791112529033
"339",39,"N1f",24000,101.80645017076,1992120,0.424193542378167
"340",40,"N1f",24000,101.838139094223,1991996,0.424325579559263
"341",41,"N1f",24000,101.869195367469,1991872,0.424454980697788
"342",42,"N1f",24000,101.900892462119,1991748,0.424587051925496
"343",43,"N1f",24000,101.930184911321,1991624,0.424709103797171
"344",44,"N1f",24000,101.962643050775,1991236,0.424844346044896
"345",45,"N1f",24000,102.058775620067,1991112,0.425244898416946
"346",46,"N1f",24000,102.087911222485,1990988,0.425366296760354
"347",47,"N1f",24000,102.11750027095,1990864,0.425489584462292
"348",48,"N1f",24000,102.151347527052,1990476,0.42563061469605
"349",49,"N1f",24000,102.249660353749,1990352,0.426040251473954
"350",50,"N1f",24000,102.280834893523,1989964,0.426170145389679
