"","Time","Trees","Trees_est","Cull_cost","Cull_count","User_budget","Manager_budget"
"1",1,1324222,1324222,10,800,400,399.999717647258
"2",2,1423422,1423422,10,800,404.0816,399.999717647258
"3",3,1522622,1522622,10,800,408.1632,404.081361824921
"4",4,1621822,1621822,10,820,412.2448,408.163006002584
"5",5,1721002,1721002,10,820,416.3264,412.244650180247
"6",6,1820182,1820182,10,840,420.408,416.32629435791
"7",7,1919342,1919342,10,840,424.4896,420.407938535573
"8",8,2018502,2018502,10,840,428.5712,424.489582713236
"9",9,2117662,2117662,10,860,432.6528,428.571226890899
"10",10,2216802,2216802,10,860,436.7344,432.652871068562
"11",11,2315942,2315942,10,880,440.816,436.734515246225
"12",12,2415062,2415062,10,880,444.8976,440.816159423888
"13",13,2514182,2514182,10,880,448.9792,444.897803601551
"14",14,2613302,2613302,10,900,453.0608,448.979447779214
"15",15,2712402,2712402,10,900,457.1424,453.061091956877
"16",16,2811502,2811502,10,920,461.224,457.142736134539
"17",17,2910582,2910582,10,920,465.3056,461.224380312202
"18",18,3009662,3009662,10,920,469.3872,465.306024489865
"19",19,3108742,3108742,10,940,473.4688,469.387668667528
"20",20,3207802,3207802,10,940,477.5504,473.469312845191
"21",21,3306862,3306862,10,960,481.632,477.550957022854
"22",22,3405902,3405902,10,960,485.7136,481.632601200517
"23",23,3504942,3504942,10,960,489.7952,485.71424537818
"24",24,3603982,3603982,10,980,493.8768,489.795889555843
"25",25,3703002,3703002,10,980,497.9584,493.877533733506
"26",26,3802022,3802022,10,1000,502.04,497.959177911169
"27",27,3901022,3901022,10,1000,506.121599999999,502.040822088832
"28",28,4000022,4000022,10,1020,510.203199999999,506.122466266495
"29",29,4099002,4099002,10,1020,514.284799999999,510.204110444158
"30",30,4197982,4197982,10,1020,518.366399999999,514.285754621821
"31",31,4296962,4296962,10,1040,522.447999999999,518.367398799483
"32",32,4395922,4395922,10,1040,526.529599999999,522.449042977146
"33",33,4494882,4494882,10,1060,530.611199999999,526.530687154809
"34",34,4593822,4593822,10,1060,534.692799999999,530.612331332472
"35",35,4692762,4692762,10,1060,538.774399999999,534.693975510135
"36",36,4791702,4791702,10,1080,542.855999999999,538.775619687798
"37",37,4890622,4890622,10,1080,546.937599999999,542.857263865461
"38",38,4989542,4989542,10,1100,551.019199999999,546.938908043124
"39",39,5088442,5088442,10,1100,555.100799999999,551.020552220786
"40",40,5187342,5187342,10,1100,559.182399999999,555.102196398449
"41",41,5286242,5286242,10,1120,563.263999999999,559.183840576112
"42",42,5385122,5385122,10,1120,567.345599999999,563.265484753775
"43",43,5484002,5484002,10,1140,571.427199999999,567.347128931438
"44",44,5582862,5582862,10,1140,575.508799999999,571.428773109101
"45",45,5681722,5681722,10,1140,579.590399999999,575.510417286764
"46",46,5780582,5780582,10,1160,583.671999999999,579.592061464427
"47",47,5879422,5879422,10,1160,587.753599999999,583.67370564209
"48",48,5978262,5978262,10,1180,591.835199999999,587.755349819752
"49",49,6077082,6077082,10,1180,595.916799999999,591.836993997415
"50",50,6175902,6175902,10,1180,599.998399999999,595.918638175078
